id,issue,page,type,title,author,content,asset_ref
garden-gate:170:p037:image:01,170,37,image,Designing with Coral Bells: A Mass of Color,,Garden photo of dark ‘Chocolate Ruffles’ coral bells planted as a dense groundcover around ‘Hephestos’ tree peony.,
garden-gate:170:p037:image:02,170,37,image,Designing with Coral Bells: Fire and Spice,,Container planting with ‘Fire Alarm’ and ‘Green Spice’ coral bells circling ‘Bronze Peacock’ rodgersia and Ostica™ Bronze cape daisy.,
garden-gate:170:p038:text:01,170,38,text,Grow Great Coral Bells,,"These adaptable plants can grow in sun or shade, but a general rule of thumb is that darker leaf colors are more sun tolerant than light or green cultivars. Also, leaves that are coarse or a bit hairy are more heat tolerant than those with shiny or metallic-colored leaves. But in hot Southern gardens, even coral bells that like sun appreciate a couple hours of light shade in the heat of the day, or their leaves can scorch.",
garden-gate:170:p038:text:02,170,38,text,Grow Great Coral Bells: Water Wisely,,"Grow Great Coral Bells - Water Wisely. Coral bells prefer well-drained soil, and many are drought tolerant. New varieties are often rust-resistant, but to avoid this fungal disease, be sure to water at soil level early in the day to keep foliage dry.",
garden-gate:170:p038:text:03,170,38,text,Grow Great Coral Bells: Winter Care,,"Grow Great Coral Bells - Winter Care. In cold zones, coral bells are prone to heaving, meaning their shallow root system is pushed upward as soil freezes and thaws during extreme winter temperature fluctuations, leaving roots exposed to bitter cold and potential damage. Help prevent heaving by mulching in late fall with a 2- to 3-inch layer of shredded bark, compost or straw. If your plant does heave up, in late winter or very early spring, simply use your foot and gently push the crown down (it’s OK—Chuck says it won’t hurt the plant), pressing it back into the ground. Then tuck in soil or mulch around it.",
garden-gate:170:p038:text:04,170,38,text,Grow Great Coral Bells: Spring Refresh,,"Grow Great Coral Bells - Spring Refresh. Plants are evergreen where temperatures rarely dip below freezing, but leaves may appear flattened by spring, as photo 4 above shows. A bit of trimming will tidy them up. In zones 5 and colder, leaves will mostly die back in winter. As new growth emerges in spring, cut dead foliage back to within an inch of the ground and pull mulch away from the crown to prevent wet conditions that can cause root rot. Chuck recommends applying a low-nitrogen, slow-release fertilizer in early spring.",
garden-gate:170:p038:text:05,170,38,text,Grow Great Coral Bells: Divide for More,,"Grow Great Coral Bells - Divide for More. Over time, coral bells plants elongate on woody stems, collapsing in the middle and forming new crowns on side shoots that often aren’t even in the ground. Once this begins, usually every 2 to 3 years, dig up the plant and divide it. “How to Divide Coral Bells” at right shows you how.",
garden-gate:170:p038:text:06,170,38,text,Grow Great Coral Bells: Spring Cleaning,,"Grow Great Coral Bells - Spring cleaning. Where coral bells are evergreen, flattened foliage helps protect plants from occasional low temps, so no mulch is necessary. Leaves perk up in spring, and any browned or tattered leaves can be snipped back to the crown.",
garden-gate:170:p038:image:01,170,38,image,Grow Great Coral Bells: Spring Cleaning,,"Close-up photo of flattened evergreen coral bells foliage in early spring, illustrating where browned or tattered leaves can be trimmed back to the crown.",
garden-gate:170:p039:text:01,170,39,text,How to Divide Coral Bells: Step 1,,How to Divide Coral Bells - Step 1. Dig up the plant in late fall while the ground is still warm or early spring before new growth begins. Shake or brush the soil away to reveal shoots growing off the main crown that will become divisions.,
garden-gate:170:p039:text:02,170,39,text,How to Divide Coral Bells: Step 2,,"How to Divide Coral Bells - Step 2. Break apart or use sharp pruners to cut stems and trim off old, woody roots that don’t have any new growth. Keep divisions that have a few new roots forming along the stem to replant.",
garden-gate:170:p039:text:03,170,39,text,How to Divide Coral Bells: Step 3,,"How to Divide Coral Bells - Step 3. Plant the new stem division into the soil just below the crown. Even if it doesn’t have roots to start, it will grow, just like a stem cutting would. Be sure to keep new divisions moist for a few weeks to help establish roots.",
garden-gate:170:p039:image:01,170,39,image,How to Divide Coral Bells,,"Three-photo technique sequence showing coral bells division: small shoots forming along an above-ground stem, cutting away an old crown with no new buds, and setting a new division into soil up to the base of the crown.",
garden-gate:170:p040:text:01,170,40,text,Try These Coral Bells,Jennifer Howell,"So many coral bells, so many foliage colors. Here’s a small sampling of the gorgeous cultivars available. —Jennifer Howell",
garden-gate:170:p040:text:02,170,40,text,Try These Coral Bells: 'Ginger Ale',Jennifer Howell,"Heuchera hybrid. Ginger-yellow foliage with a silvery overlay; yellow-pink flowers on reddish stems in early summer; full sun to part shade; 6 to 9 in. tall (22 in. tall in bloom), 12 to 18 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:03,170,40,text,Try These Coral Bells: 'Southern Comfort',Jennifer Howell,"H. hybrid. Extra large, bright cinnamon-peach new growth that ages to amber; white flowers in early to late summer; part to full shade; 12 to 18 in. tall (22 in. in bloom), 18 to 24 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:04,170,40,text,Try These Coral Bells: 'Carnival Cocomint',Jennifer Howell,"H. x villosa. Dark green leaves with chocolate veining and silver overlay; white flowers in early to midsummer; tolerant of heat and humidity; full sun to part shade; 10 to 12 in. tall (18 in. in bloom), 12 to 14 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:05,170,40,text,Try These Coral Bells: Brazen Raisin™,Jennifer Howell,"H. hybrid. Deep purple to black foliage with wine-red undersides; hot pink buds open pale pink to white in midsummer and often again in fall; full sun to full shade; 8 to 10 in. tall (24 in. in bloom), 18 to 24 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:06,170,40,text,Try These Coral Bells: 'Fire Alarm',Jennifer Howell,"H. hybrid. Fiery red new growth darkens to brownish-red by summer, then flares red again in cooler fall temperatures; pink flowers in early to late summer; full sun to full shade; 9 in. tall (13 in. in bloom), 14 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:07,170,40,text,Try These Coral Bells: 'Citronelle',Jennifer Howell,"H. hybrid. Bright, lime-green foliage will be almost yellow in sun but may burn without midday shade; tolerant of heat and humidity; insignificant creamy white flowers in early summer; part to full shade; 10 to 14 in. tall (24 in. in bloom), and 12 to 18 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:08,170,40,text,Try These Coral Bells: 'Stainless Steel',Jennifer Howell,"H. hybrid. New growth emerges silver with purple veining and undersides, maturing to pale blue-green with purple undertones; large pink flower buds open white in spring; part to full shade yields best color; 8 to 12 in. tall (24 in. tall in bloom), 15 to 18 in. wide; cold hardy in zones 5 to 8.",
garden-gate:170:p040:text:09,170,40,text,Try These Coral Bells: Cinnamon Curls™,Jennifer Howell,"H. hybrid. Ruffled, orange-red new leaves fade to coppery-red by summer; sparse, insignificant white summer flowers; full sun to full shade, with better color in sun; 8 to 12 in. tall (18 in. in bloom), and 12 to 16 in. wide; cold hardy in zones 4 to 9.",
garden-gate:170:p040:text:10,170,40,text,Try These Coral Bells: Houseplant Note,Jennifer Howell,"Try These Coral Bells - Houseplant note. After Jennifer talked to Chuck, she ran home and dug a ‘Midnight Rose’ coral bells out of an outdoor container to bring indoors as a houseplant.",
garden-gate:170:p040:text:11,170,40,text,Try These Coral Bells: Sources,Jennifer Howell,"Try These Coral Bells - Sources. Bluestone Perennials, bluestoneperennials.com, 800-852-5243. Plant Delights Nursery, plantdelights.com, 919-772-4794.",
garden-gate:170:p040:image:01,170,40,image,Try These Coral Bells: 'Ginger Ale',Jennifer Howell,"Plant portrait of ‘Ginger Ale’ coral bells with ginger-yellow foliage, silvery overlay, and airy yellow-pink flowers on reddish stems.",
garden-gate:170:p040:image:02,170,40,image,Try These Coral Bells: 'Southern Comfort',Jennifer Howell,Plant portrait of ‘Southern Comfort’ coral bells showing large cinnamon-peach to amber foliage.,
garden-gate:170:p041:image:01,170,41,image,Try These Coral Bells: 'Carnival Cocomint',Jennifer Howell,Plant portrait of ‘Carnival Cocomint’ coral bells showing dark green leaves with chocolate veining and a silver overlay.,
garden-gate:170:p041:image:02,170,41,image,Try These Coral Bells: Brazen Raisin™,Jennifer Howell,Plant portrait of Brazen Raisin™ coral bells showing deep purple to black foliage with wine-red tones.,
garden-gate:170:p041:image:03,170,41,image,Try These Coral Bells: 'Fire Alarm',Jennifer Howell,Plant portrait of ‘Fire Alarm’ coral bells showing fiery red foliage that darkens toward brownish-red.,
garden-gate:170:p041:image:04,170,41,image,Try These Coral Bells: 'Citronelle',Jennifer Howell,Plant portrait of ‘Citronelle’ coral bells showing bright lime-green foliage.,
garden-gate:170:p041:image:05,170,41,image,Try These Coral Bells: 'Stainless Steel',Jennifer Howell,Plant portrait of ‘Stainless Steel’ coral bells showing pale silvery blue-green foliage with purple veining and undertones.,
garden-gate:170:p041:image:06,170,41,image,Try These Coral Bells: Cinnamon Curls™,Jennifer Howell,Plant portrait of Cinnamon Curls™ coral bells showing ruffled orange-red to coppery-red leaves.,
garden-gate:170:p042:text:01,170,42,text,3 Ways to Get Free Plants,Sherri Ribbey,"Save money with these easy propagation techniques. Who doesn’t love a good bargain at the garden center? I know I do! But it’s even better when you can get more plants without having to open your wallet at all. Knowing a few easy propagation techniques can increase your collection of annuals, perennials or shrubs without putting a strain on the budget.",
garden-gate:170:p042:text:02,170,42,text,3 Ways to Get Free Plants,Sherri Ribbey,"When annuals get lanky and leggy, cutting them back helps improve the look of the plant and why not turn a few of those stems into cuttings? If a perennial isn’t flowering like it used to, it might be overcrowded. Division helps it grow more vigorously again and adds more colorful flowers to your border. Or maybe you have an heirloom shrub that you don’t want to lose—layering is a sure-fire way to keep it going and share with others.",
garden-gate:170:p042:text:03,170,42,text,3 Ways to Get Free Plants,Sherri Ribbey,"These propagation techniques are super simple and most of what you’ll need is probably already in the garden shed, so let’s get started!",
garden-gate:170:p042:text:04,170,42,text,3 Ways to Get Free Plants: Stem Cuttings,Sherri Ribbey,"3 Ways to Get Free Plants - Get More Plants with Stem Cuttings. If you’ve cut a stem of your favorite coleus and plunked it in a jar of water, you’ve taken a cutting. It’s a simple and sure technique that works for other plants, such as alternanthera and purple heart, too. But you can actually skip this step and go right to potting mix to get transplant-ready cuttings like the one at left in as little as a few weeks.",
garden-gate:170:p042:text:05,170,42,text,3 Ways to Get Free Plants: Stem Cuttings,Sherri Ribbey,"3 Ways to Get Free Plants - Stem Cuttings. Before you start cutting stems you’ll want to get a few containers and some potting medium. A mix of equal parts coarse sand and peat, perlite or vermiculite is great, but premoistened potting mix works just fine for most plants and still drains well.",
garden-gate:170:p042:text:06,170,42,text,3 Ways to Get Free Plants: Stem Cuttings,Sherri Ribbey,"3 Ways to Get Free Plants - Stem Cuttings. You can grow all kinds of plants from stem cuttings, but the tender perennials that most of us grow as annuals are the most common.",
garden-gate:170:p042:text:07,170,42,text,3 Ways to Get Free Plants: When to Cut,Sherri Ribbey,3 Ways to Get Free Plants - When to Cut. Cut stems any time during the growing season. Just be sure to water the parent plant the day before and harvest your cuttings early in the morning to ensure that the stems are well hydrated and in peak condition.,
garden-gate:170:p042:text:08,170,42,text,3 Ways to Get Free Plants: How to Cut,Sherri Ribbey,3 Ways to Get Free Plants - How to Cut. Look for pliable new growth near the stem tip. Older woody growth found near the base of the plant isn’t as likely to root. Use pruners or scissors to cut a 2- to 6-inch-long piece just below a leaf joint and remove the lower two to three sets of leaves (1).,
garden-gate:170:p042:text:09,170,42,text,3 Ways to Get Free Plants: Stem-Cutting Stars,Sherri Ribbey,3 Ways to Get Free Plants - Stem-Cutting Stars. Alternanthera: Alternanthera spp. and hybrids. Basil: Ocimum basilicum. Coleus: Plectranthus scutellarioides. Cuban oregano: Plectranthus amboinicus. English ivy: Hedera helix. Iresine: Iresine herbstii. Penstemon: Penstemon spp. and hybrids. Purple heart: Tradescantia pallida ‘Purpurea’. Salvia: Salvia spp. and hybrids. Wallflower: Erysimum hybrids.,
garden-gate:170:p042:image:01,170,42,image,3 Ways to Get Free Plants: Stem Cuttings,Sherri Ribbey,"Photo of a small rooted stem cutting with fresh green leaves and visible roots, illustrating a transplant-ready cutting grown in potting mix.",
garden-gate:170:p043:text:01,170,43,text,3 Ways to Get Free Plants: Rooting Hormone,Sherri Ribbey,"3 Ways to Get Free Plants - Rooting Hormone. This is the time to apply rooting hormone (2) if you’re going to. It’s not essential, but it can help some plants take off more quickly. Rooting hormone is available as a powder, gel or liquid and in different strengths, depending on the type of plant you’re propagating. The weakest strength —0.1— is sufficient for stem cuttings like these. Stick the exposed leaf joints in the potting mix and firm the mix in place.",
garden-gate:170:p043:text:02,170,43,text,3 Ways to Get Free Plants: Encourage Your Cuttings,Sherri Ribbey,"3 Ways to Get Free Plants - Encourage Your Cuttings. Place the cuttings-filled container (3) under grow lights or in the indirect sunlight of a south-facing window. Keep the growing medium moist but not soggy and the temperature between 65 to 75 degrees F. Use a nursery flat with a plastic lid or create a tent with a plastic bag to provide extra humidity. You’ll know the stems have formed roots when a gentle tug meets with some resistance. This can take a few weeks or a few months, depending on the plant. Once the roots are at least an inch long, transplant the cuttings to a slightly larger container. When there are three or four new sets of leaves, they’re ready to be hardened off and planted outdoors.",
garden-gate:170:p043:text:03,170,43,text,3 Ways to Get Free Plants: Stem Cutting Callouts,Sherri Ribbey,3 Ways to Get Free Plants - Stem cutting callouts. Pinch off the growth tip to encourage branching. Cut just below a leaf joint; this is where roots will form. The leaves that were cut off and any leftover stem pieces can be tossed. Pour a bit of rooting hormone into a separate container before using it to prevent contaminating the powder in the original vessel.,
garden-gate:170:p043:image:01,170,43,image,3 Ways to Get Free Plants: Preparing Cuban Oregano Cuttings,Sherri Ribbey,"Technique photo showing Cuban oregano stem cuttings prepared on a table, with callouts for pinching the growth tip, cutting below a leaf joint, and discarding removed leaves and leftover stem pieces.",
garden-gate:170:p043:image:02,170,43,image,3 Ways to Get Free Plants: Rooting Hormone,Sherri Ribbey,Technique photo showing a stem cutting being inserted into potting mix after using rooting hormone from a separate container to avoid contaminating the original powder.,
garden-gate:170:p043:image:03,170,43,image,3 Ways to Get Free Plants: Cutting Flat,Sherri Ribbey,"Nursery flat of young cuttings labeled variegated Cuban oregano, iresine, alternanthera, and Cuban oregano.",
garden-gate:170:p044:text:01,170,44,text,3 Ways to Get Free Plants: Division,Sherri Ribbey,"3 Ways to Get Free Plants - Get More Perennials with Division. When you want more perennials, division is the fastest and simplest method. All you need is a spade or garden fork. You can divide most perennials, but those with taproots, such as butterfly weed or baptisia, don’t bounce back as reliably as those with fibrous root systems, such as garden phlox or daylily.",
garden-gate:170:p044:text:02,170,44,text,3 Ways to Get Free Plants: When to Divide,Sherri Ribbey,"3 Ways to Get Free Plants - When to Divide. Spring is a great time to divide. It’s cooler and there’s usually plenty of rain so plants aren’t stressed out before or after being dug. Plus, new growth is just getting started. Fall is also a good time: Temperatures are cooling down and the sun isn’t as intense, so plants can recover more easily. Be sure to allow 4 to 6 weeks before your expected first frost so plants have time to put on a few roots before the soil freezes. This will help them survive winter.",
garden-gate:170:p044:text:03,170,44,text,3 Ways to Get Free Plants: How to Divide,Sherri Ribbey,"3 Ways to Get Free Plants - How to Divide. You can either slice pieces off the edge of the plant or lift the whole clump and divide it (1). Some plants will just fall apart once they’re out of the ground, while for others you’ll need a sharp spade or soil knife (2) to create divisions. Just be sure that each piece has some roots and a few leaves.",
garden-gate:170:p044:text:04,170,44,text,3 Ways to Get Free Plants: Replanting Divisions,Sherri Ribbey,"3 Ways to Get Free Plants - Replanting Divisions. Get the new divisions planted at the same depth they were growing in the ground or in a pot right away. You’ll want to keep them watered if it doesn’t rain so new roots get going and the foliage doesn’t get crispy. If your new division is in full sun, create some temporary shade so it doesn’t get cooked by the heat: Attach landscape fabric to a tomato cage and leave it in place for a week or so until the plant settles in.",
garden-gate:170:p044:text:05,170,44,text,3 Ways to Get Free Plants: Division Captions,Sherri Ribbey,"3 Ways to Get Free Plants - Division captions. It was easy to pull apart the fibrous roots of this garden phlox with a garden fork (1). But in a couple of spots the roots were so thick that it took a knife (2) to get them apart. Give your new division a head start by placing it in the hole, then watering before filling the hole with soil and watering again.",
garden-gate:170:p044:text:06,170,44,text,3 Ways to Get Free Plants: Botanical Names for Division,Sherri Ribbey,3 Ways to Get Free Plants - Botanical Names. Baptisia: Baptisia spp. and hybrids. Butterfly weed: Asclepias tuberosa. Daylily: Hemerocallis spp. and hybrids. Garden phlox: Phlox paniculata.,
garden-gate:170:p044:image:01,170,44,image,3 Ways to Get Free Plants: Dividing Garden Phlox,Sherri Ribbey,"Technique photos showing garden phlox division: lifting fibrous roots with a garden fork, cutting dense roots apart with a knife, and watering a newly placed division before backfilling.",
garden-gate:170:p045:text:01,170,45,text,3 Ways to Get Free Plants: Simple Layering,Sherri Ribbey,"3 Ways to Get Free Plants - Get More Shrubs with Simple Layering. Some shrubs will do this on their own if they have a low-growing branch touching the soil. This technique works for lots of woody plants, such as vines and shrubs. Look for flexible stems—roots form more easily on young growth.",
garden-gate:170:p045:text:02,170,45,text,3 Ways to Get Free Plants: When to Layer,Sherri Ribbey,"3 Ways to Get Free Plants - When to Layer. Any time of year will work, but fall or early spring is best because cooler temperatures and rain help them take off more quickly.",
garden-gate:170:p045:text:03,170,45,text,3 Ways to Get Free Plants: How to Layer,Sherri Ribbey,"3 Ways to Get Free Plants - How to Layer. You may be able to anchor a stem to the soil with a rock and the plant will root on its own. But to ensure growth, find a low-growing stem that’s 2 to 3 feet long. Dig a shallow 3- to 4-inch-deep hole just under the spot where you can bend it over to touch the ground. If there are leaves, strip them off of the portion that will be underground. Then cut a shallow 1-inch-long wound in that spot on the stem (1). Brush some rooting hormone on if you’d like and pin the stem in place (2).",
garden-gate:170:p045:text:04,170,45,text,3 Ways to Get Free Plants: Staking a Layered Stem,Sherri Ribbey,3 Ways to Get Free Plants - Staking a Layered Stem. Bend the tip upward and secure it to a stake to encourage upright growth (3). Refill the hole with soil and water thoroughly. Make sure the soil has settled in to cover the wound so it doesn’t dry out.,
garden-gate:170:p045:text:05,170,45,text,3 Ways to Get Free Plants: Give Them Time to Root,Sherri Ribbey,"3 Ways to Get Free Plants - Give Them Time to Root. It can take up to a year for roots to form, depending on the plant and the growing conditions. To check progress, carefully brush away the soil and pull up the landscape pin. Ideally, after a year of growing, there should be a nice cluster of roots and you can cut your new shrub away from the mother plant. But if you only see one or two roots, it’s a good idea to cover the stem and keep it attached for another season.",
garden-gate:170:p045:text:06,170,45,text,3 Ways to Get Free Plants,Sherri Ribbey,"Whether you’re a propagation pro or new to the craft, give these easy techniques a try and you’ll be able to fill borders and containers without busting your budget. —Sherri Ribbey",
garden-gate:170:p045:text:07,170,45,text,3 Ways to Get Free Plants: Sherri's Tip,Sherri Ribbey,3 Ways to Get Free Plants - Sherri’s tip. Sherri likes to take advantage of the stems she accidentally breaks off when it’s time to plant her coleus and Swedish ivy. She pops them in some potting mix and has new plants in just a few weeks.,
garden-gate:170:p045:text:08,170,45,text,3 Ways to Get Free Plants: Shrubs to Layer,Sherri Ribbey,3 Ways to Get Free Plants - Shrubs to Layer. Azalea: Rhododendron spp. and hybrids. Boxwood: Buxus spp. and hybrids. Clematis: Clematis spp. and hybrids. Climbing rose: Rosa spp. and hybrids. Common lilac: Syringa vulgaris. Forsythia: Forsythia x intermedia. Honeysuckle: Lonicera spp. and hybrids.,
garden-gate:170:p045:image:01,170,45,image,3 Ways to Get Free Plants: Simple Layering,Sherri Ribbey,"Technique photos showing simple layering: cutting away the outer bark layer on a woody stem, pinning the wounded stem down before covering it with soil, and tying the stem tip to a stake for upright growth.",
garden-gate:170:p046:text:01,170,46,text,How Many Vegetables Should You Plant?,Marisa Reyes,"How Many Vegetables Should You Plant? We’ll help you grow just what you need! When I first started vegetable gardening, I would sow every single seed in the envelope and plant every seedling in the pack, take care of hundreds of my growing babies and struggle with letting any of them go. Oversowing and overplanting left me with more produce than I could handle and sometimes weird-looking, stunted crops that were growing too close together. There was no way everything that germinated would fit in my garden, but watching those little seeds sprout and turn into plants was a treat in itself.",
garden-gate:170:p046:text:02,170,46,text,How Many Vegetables Should You Plant?,Marisa Reyes,"How Many Vegetables Should You Plant? Every year of experience with a vegetable garden helps you decide what to do the following year, but if you’re not sure if you’re planting enough or too much of a particular crop, start with the table on the right. It’ll help you decide whether to start with seeds or plants, how many to put in, and whether (and how much) to thin. If you’re getting started with vegetable gardening, this will help you mix and match your favorite crops into the space you have. These suggestions are based on fresh eating for a single person or a family of four, for four or five meals. You may decide you want to eat more than that, but it’s a starting point. If you’d like to freeze, can or pickle, decide how many meals you’d like to eat throughout the year and adjust accordingly.",
garden-gate:170:p046:text:03,170,46,text,How Many Vegetables Should You Plant?,Marisa Reyes,How Many Vegetables Should You Plant? Happy planting! —Marisa Reyes,
garden-gate:170:p046:text:04,170,46,text,How Many Vegetables Should You Plant?: Marisa's Note,Marisa Reyes,"How Many Vegetables Should You Plant? Even though she knows better, Marisa still always goes overboard on tomatoes, but her family and friends never complain!",
garden-gate:170:p046:image:01,170,46,image,How Many Vegetables Should You Plant?,Lisa Nunamaker,"Decorative vegetable illustration for a planting guide, with line drawings of carrots, peas, tomatoes, broccoli, leafy greens, peppers, and other crops around the article title.",
garden-gate:170:p047:text:01,170,47,text,How Many Vegetables Should You Plant?: Beans,Marisa Reyes,How Many Vegetables Should You Plant? Beans: Plant 10 to 15 plants per 1 person or 40 to 45 plants for 4 people. Thin seedlings to 2 to 3 in. Direct sow seeds. Comment: Plant successive crops every two weeks for a continuous harvest; great for canning and pickling.,
garden-gate:170:p047:text:02,170,47,text,How Many Vegetables Should You Plant?: Beets,Marisa Reyes,How Many Vegetables Should You Plant? Beets: Plant 10 to 12 plants per 1 person or 40 to 48 plants for 4 people. Thin seedlings to 3 in. Direct sow seeds. Comment: Beets store well; plant in spring and fall for two harvests each year.,
garden-gate:170:p047:text:03,170,47,text,How Many Vegetables Should You Plant?: Broccoli,Marisa Reyes,"How Many Vegetables Should You Plant? Broccoli: Plant 1 to 2 plants per 1 person or 4 to 6 plants for 4 people. Plant spacing is 15 in. Transplant seedlings. Comment: Every time you cut a head, more smaller ones will form.",
garden-gate:170:p047:text:04,170,47,text,How Many Vegetables Should You Plant?: Cabbage,Marisa Reyes,How Many Vegetables Should You Plant? Cabbage: Plant 2 to 3 plants per 1 person or 8 to 10 plants for 4 people. Thin seedlings to 9 to 12 in. Direct sow seeds or transplant seedlings. Comment: Plant cabbage closer together for smaller heads.,
garden-gate:170:p047:text:05,170,47,text,How Many Vegetables Should You Plant?: Carrots,Marisa Reyes,How Many Vegetables Should You Plant? Carrots: Plant 20 to 30 plants per 1 person or 80 to 90 plants for 4 people. Thin seedlings to 1 to 2 in. Direct sow seeds. Comment: Long shelf life; plant in spring and fall for multiple harvests.,
garden-gate:170:p047:text:06,170,47,text,How Many Vegetables Should You Plant?: Celery,Marisa Reyes,How Many Vegetables Should You Plant? Celery: Plant 1 to 2 plants per 1 person or 4 to 6 plants for 4 people. Plant spacing is 8 to 12 in. Transplant seedlings. Comment: Stronger taste than store bought; celery stalks will regrow after being cut.,
garden-gate:170:p047:text:07,170,47,text,How Many Vegetables Should You Plant?: Corn,Marisa Reyes,How Many Vegetables Should You Plant? Corn: Plant 10 to 12 plants per 1 person or 40 to 48 plants for 4 people. Plant spacing is 12 in. Direct sow seeds. Comment: Plant in blocks for best pollination.,
garden-gate:170:p047:text:08,170,47,text,How Many Vegetables Should You Plant?: Cucumbers,Marisa Reyes,How Many Vegetables Should You Plant? Cucumbers: Plant 1 to 2 plants per 1 person or 3 to 4 plants for 4 people. Thin seedlings to 12 to 24 in. Direct sow seeds or transplant seedlings. Comment: Plant 12 in. apart if using a trellis system and 24 in. apart if they’re rambling on the ground.,
garden-gate:170:p047:text:09,170,47,text,How Many Vegetables Should You Plant?: Lettuce,Marisa Reyes,How Many Vegetables Should You Plant? Lettuce: Plant 4 to 6 plants per 1 person or 16 to 24 plants for 4 people. Thin seedlings to 9 in. Direct sow seeds or transplant seedlings. Comment: Stagger sowing for one head per week per person.,
garden-gate:170:p047:text:10,170,47,text,How Many Vegetables Should You Plant?: Melons,Marisa Reyes,How Many Vegetables Should You Plant? Melons: Plant 1 to 2 plants per 1 person or 2 to 4 plants for 4 people. Plant spacing is 24 in. Direct sow seeds. Comment: Plant two seeds per hole in mounds 24 inches apart.,
garden-gate:170:p047:text:11,170,47,text,How Many Vegetables Should You Plant?: Onions,Marisa Reyes,"How Many Vegetables Should You Plant? Onions: Plant 6 to 12 plants per 1 person or 24 to 48 plants for 4 people. Plant spacing is 4 to 6 in. Transplant seedlings. Comment: Buy sets (individual bulbs) or plants (in bundles) and plant two per person, per week.",
garden-gate:170:p047:text:12,170,47,text,How Many Vegetables Should You Plant?: Peas,Marisa Reyes,How Many Vegetables Should You Plant? Peas: Plant 15 to 20 plants per 1 person or 60 to 80 plants for 4 people. Thin seedlings to 2 in. Direct sow seeds or transplant seedlings. Comment: Grow peas on a trellis.,
garden-gate:170:p047:text:13,170,47,text,How Many Vegetables Should You Plant?: Peppers,Marisa Reyes,"How Many Vegetables Should You Plant? Peppers: Plant 1 to 3 plants per 1 person or 1 to 12 plants for 4 people. Plant spacing is 12 to 24 in. Transplant seedlings. Comment: Most hot peppers are prolific: one plant is enough for one or four people; for larger peppers, grow two to three plants per person.",
garden-gate:170:p047:text:14,170,47,text,How Many Vegetables Should You Plant?: Potatoes,Marisa Reyes,How Many Vegetables Should You Plant? Potatoes: Plant 4 to 6 plants per 1 person or 12 to 24 plants for 4 people. Plant spacing is 12 in. Plant seed potatoes directly. Comment: Seed potatoes are tubers you plant in the ground; each plant will yield 1 lb. of potatoes.,
garden-gate:170:p047:text:15,170,47,text,How Many Vegetables Should You Plant?: Spinach,Marisa Reyes,How Many Vegetables Should You Plant? Spinach: Plant 4 to 8 plants per 1 person or 16 to 32 plants for 4 people. Thin seedlings to 3 to 6 in. Direct sow seeds or transplant seedlings. Comment: Plant in spring and fall for two harvests a year.,
garden-gate:170:p047:text:16,170,47,text,How Many Vegetables Should You Plant?: Squash,Marisa Reyes,"How Many Vegetables Should You Plant? Squash, summer + winter: Plant 1 to 2 plants per 1 person or 2 to 4 plants for 4 people. Thin seedlings to 18 to 36 in. Direct sow seeds or transplant seedlings. Comment: Plant summer squash 18 in. apart and larger plants of winter squash 36 in. apart.",
garden-gate:170:p047:text:17,170,47,text,How Many Vegetables Should You Plant?: Tomatoes,Marisa Reyes,How Many Vegetables Should You Plant? Tomatoes: Plant 1 to 4 plants per 1 person or 1 to 16 plants for 4 people. Plant spacing is 12 to 24 in. Transplant seedlings. Comment: Cherries: Grow one per person; slicing: grow one to two per person; paste: grow three to four per person.,
garden-gate:170:p047:image:01,170,47,image,How Many Vegetables Should You Plant?: Vegetable Planting Table,Lisa Nunamaker,"Illustrated vegetable planting table comparing plants per person, plants for four people, spacing, direct-sowing, transplanting, and crop-specific comments for beans, beets, broccoli, cabbage, carrots, celery, corn, cucumbers, lettuce, melons, onions, peas, peppers, potatoes, spinach, squash, and tomatoes.",
garden-gate:170:p048:image:01,170,48,image,Showstopping Curb Appeal,Kristin Beane Sullivan,"Opening garden photo for “Showstopping Curb Appeal,” showing a red brick home framed by mature trees, a front-yard island bed, spring tulips, daffodils, windflowers, shrubs, and a stone path.",
garden-gate:170:p049:image:01,170,49,image,Showstopping Curb Appeal,Kristin Beane Sullivan,"Wide front-yard garden view with a red brick home, mature pin oaks, layered shrubs, spring bulbs, groundcovers, garden seating, and curving paths that create curb appeal.",
garden-gate:170:p050:text:01,170,50,text,Showstopping Curb Appeal: An Impressive Island Bed,Kristin Beane Sullivan,"Showstopping Curb Appeal: Learn the secrets to a front-yard garden with big impact! An Impressive Island Bed. Like many of us, Renee Minirth’s Memphis garden started with a few pass-along plants several years ago: Three English rose cuttings from her father-in-law. These few plants ignited Renee’s interest in gardening.",
