id,issue,page,type,title,author,content,asset_ref
garden-gate:170:p062:text:03,170,62,text,Which Garden Trends Suit You?: Elegant Drama Care,Chloe Deike,"Which Garden Trends Suit You? Elegant Drama care. You probably prefer a stable, consistent look so you’ll need to be willing to put in the regular effort to maintain a tidy garden (or hire somebody who can).",
garden-gate:170:p062:text:04,170,62,text,Which Garden Trends Suit You?: Elegant Drama Trends,Chloe Deike,Which Garden Trends Suit You? Elegant Drama - The trends for you: Plants with dark foliage and light blooms; variegated foliage and patterned flowers; neatly trimmed evergreen shrubs and trees.,
garden-gate:170:p062:text:05,170,62,text,Which Garden Trends Suit You?: Elegant Drama Caption,Chloe Deike,Which Garden Trends Suit You? Elegant Drama caption. A booming return of historic garden practices reflects a growing desire to use our gardens to create impressive artistic expressions.,
garden-gate:170:p062:image:01,170,62,image,Which Garden Trends Suit You?: Elegant Drama,Chloe Deike,"Formal elegant-drama garden with clipped evergreen hedges, brick pillars, layered green structure, and colorful bedding plants in sharply defined borders.",
garden-gate:170:p063:text:01,170,63,text,Which Garden Trends Suit You?: Add Some Topiary,Chloe Deike,"Which Garden Trends Suit You? Next Trend to Tackle: Add Some Topiary. Don’t be intimidated to try your hand at this timeless garden art form. You’ll need an evergreen shrub or small tree and some pruners. Choose from a spiral or spherical shape to begin, and grow it in a container so that you can rotate the best side forward in case you make some small mistakes. As you hone your craft, you can branch out into more complex shapes. Maybe someday you’ll be growing an evergreen replica of your favorite pet!",
garden-gate:170:p063:text:02,170,63,text,Plant Profile: 'Black Negligee' Bugbane,Chloe Deike,"Actaea simplex ‘Black Negligee’. Deep purple-black foliage anchors this perennial to the landscape. Long, soft white flowers up to 5 feet tall wave in the breeze for an elegant touch. They bloom in fall in USDA zones 4 to 8 and grow 4 to 5 feet tall and 2 to 3 feet wide in part shade.",
garden-gate:170:p063:text:03,170,63,text,Plant Profile: Nitty Gritty™ White Rose,Chloe Deike,"Rosa Nitty Gritty™ White. Bright white, frilly blooms add a touch of romance. Let them scramble in front of a tall hedge. They’ll rebloom from spring to fall in USDA zones 4 to 9 and grow 3 to 4 feet tall and wide in full sun.",
garden-gate:170:p063:text:04,170,63,text,Plant Profile: 'Silver Edge' Siberian Iris,Chloe Deike,Iris sibirica ‘Silver Edge’. This soft blue beauty with a white picotee edge is reminiscent of Victorian times. Leave the seedheads after it blooms in late spring for interest later in the season. It grows 2 to 3 feet tall and wide in full sun to part shade in USDA zones 4 to 9.,
garden-gate:170:p063:image:01,170,63,image,Which Garden Trends Suit You?: Add Some Topiary,Chloe Deike,"Garden trend image showing clipped evergreen topiary forms in containers, used as inspiration for adding formal topiary to a garden.",
garden-gate:170:p063:image:02,170,63,image,Plant Profile: 'Black Negligee' Bugbane,Chloe Deike,Plant portrait of ‘Black Negligee’ bugbane with deep purple-black foliage and tall white flower spikes.,
garden-gate:170:p063:image:03,170,63,image,Plant Profile: Nitty Gritty™ White Rose,Chloe Deike,Plant portrait of Nitty Gritty™ White rose with bright white frilly blooms.,
garden-gate:170:p063:image:04,170,63,image,Plant Profile: 'Silver Edge' Siberian Iris,Chloe Deike,Plant portrait of ‘Silver Edge’ Siberian iris with soft blue flowers and a white picotee edge.,
garden-gate:170:p064:text:01,170,64,text,The Breakdown on Biodegradable Pots,Jennifer Howell,"From the Test Garden: The Breakdown on Biodegradable Pots. To start seeds and get young plants growing, I’ve always defaulted to the traditional plastic pot. But I’ve gotten tired of cleaning and storing an ever-growing pile of nonrecycleable pots. So in the interest of using less plastic, I searched out biodegradable pot options. I wanted to know how they compare: Were they easy to use? Did they inhibit root growth? Did they break down in one growing season?",
garden-gate:170:p064:text:02,170,64,text,The Breakdown on Biodegradable Pots: The Test,Jennifer Howell,"The Breakdown on Biodegradable Pots - The Test. For this admittedly unscientific, anecdotal experiment, I planted Xochi Orange marigolds (Tagetes hybrid) in eight different kinds of biodegradable pots. I started them indoors in the same potting mix under the same lights, and watered and fertilized them at the same time and grew them there for almost 10 weeks — longer than I planned to, but the weather wasn’t cooperating for transplanting. I was surprised to note that my seedlings all grew quite differently indoors, as you can see in the photo at right. But once planted outdoors (pot and all) in a raised bed, the marigolds all evened out within a couple of weeks and I couldn’t tell the difference between them.",
garden-gate:170:p064:text:03,170,64,text,The Breakdown on Biodegradable Pots: End-of-Season Results,Jennifer Howell,"The Breakdown on Biodegradable Pots - End-of-Season Results. At the end of the season after a frost, I dug up the plants. Some roots appeared slightly obstructed by the container materials, growing over the top or through the bottom drainage holes, but all of the plants had grown and thrived. And though in varying states of decomposition, I could still identify each pot by its remains. Most were easily crumbled apart and scattered into the garden, while others will need to spend a season in my compost pile to break down further. Either way, I don’t have to store pots! Check out my findings here. —Jennifer Howell",
garden-gate:170:p064:text:04,170,64,text,The Breakdown on Biodegradable Pots: Material Types,Jennifer Howell,"The Breakdown on Biodegradable Pots - Biodegradable Material. A: Peat or fiber pots, square packs: molded multi-packs made of peat or wood fiber. B: Peat or coir expandable pellets: compressed peat or coir shaped by mesh covering, expands when wet. C: Toilet paper roll: cardboard tube from inside of toilet paper or paper towel roll. D: Peat pot: molded round pots made of peat. E: DIY paper pot: rolled strips of newspaper or paper grocery bag with crimped bottom. F: Fabric pot: nonwoven biodegradable fabric pouch. G: Recycled paper box: paperboard box with matching tray to hold multiple boxes. H: Honeycomb paper flat: lightweight paper planting cells glued together and folded accordion-style pull apart into a full flat-sized grid.",
garden-gate:170:p064:text:05,170,64,text,The Breakdown on Biodegradable Pots: Sources,Jennifer Howell,"The Breakdown on Biodegradable Pots - Sources. Local garden centers (A, B, D). Amazon (F), Amazon.com. Botanical Interests (G), botanicalinterests.com, 800-486-2647. Gardener’s Supply (A, B, H), gardeners.com, 888-833-1412. Johnny’s Selected Seeds (A, D), johnnyseeds.com, 877-564-6697.",
garden-gate:170:p064:image:01,170,64,image,The Breakdown on Biodegradable Pots: Materials,Jennifer Howell,"Comparison photo of eight biodegradable seed-starting containers labeled A through H, including peat or fiber packs, expandable pellets, toilet paper rolls, peat pots, DIY paper pots, fabric pots, recycled paper boxes, and honeycomb paper flats.",
garden-gate:170:p064:image:02,170,64,image,The Breakdown on Biodegradable Pots: Peat and Fiber Pots,Jennifer Howell,Photo comparing marigold seedlings growing in peat and fiber biodegradable pots after indoor seed starting.,
garden-gate:170:p065:text:01,170,65,text,The Breakdown on Biodegradable Pots: Peat or Fiber Pots,Jennifer Howell,"The Breakdown on Biodegradable Pots - A, peat or fiber pots, square packs. Getting started: Easy to fill and plant; pots fit in any standard-sized flat or a variety of trays. Growing and transplanting: Pot got wet and soft but held its shape; easy to separate cells; planted so entire pot was underground so it didn’t wick moisture from root ball. What remained: Mostly intact but decayed. Pros and cons: Easy to find and inexpensive; many sizes available; peat pots broke down faster than fiber.",
garden-gate:170:p065:text:02,170,65,text,The Breakdown on Biodegradable Pots: Peat or Coir Expandable Pellets,Jennifer Howell,"The Breakdown on Biodegradable Pots - B, peat or coir expandable pellets. Getting started: Easy to soak discs in accompanying leak-proof tray; mesh obstructed seed planting; no extra mix to cover seed. Growing and transplanting: Roots grew through the mesh and out the bottom where they tangled together, but teased apart easily to plant. What remained: Mesh still intact around coir or peat core. Pros and cons: Can’t choose your potting mix; leak-proof tray has no drainage and is easy to overwater.",
garden-gate:170:p065:text:03,170,65,text,The Breakdown on Biodegradable Pots: Toilet Paper Roll,Jennifer Howell,"The Breakdown on Biodegradable Pots - C, toilet paper roll. Getting started: Cut and folded bottom to create pot; pots didn’t always sit level; was easy to scoop and fill. Growing and transplanting: Dried out quickly but also prone to getting moldy if watered too much; harder for roots to penetrate than other materials. What remained: Still intact but tore apart easily when damp. Pros and cons: Virtually free; took time to make; cardboard tube would sometimes unwrap at the top.",
garden-gate:170:p065:text:04,170,65,text,The Breakdown on Biodegradable Pots: Peat Pot,Jennifer Howell,"The Breakdown on Biodegradable Pots - D, peat pot. Getting started: Easy to scoop and fill with potting mix and plant; pots fit in variety of flats or trays. Growing and transplanting: Moist peat softened so roots grew through, but if dry, it hardened and could inhibit roots; if the top of the pot wasn’t buried, moisture could wick out. What remained: Peat still visible but deteriorated. Pros and cons: Inexpensive and available in lots of sizes; crumbled easily to work into soil as organic matter.",
garden-gate:170:p065:text:05,170,65,text,The Breakdown on Biodegradable Pots: DIY Paper Pot,Jennifer Howell,"The Breakdown on Biodegradable Pots - E, DIY paper pot. Getting started: Easy to make but slow; had to pour potting mix into the pot — can’t scoop to fill because paper is crushable. Growing and transplanting: Dried out quickly; when wet, paper was mushy and harder to handle. What remained: Crumbled bits barely there. Pros and cons: Nice way to recycle paper; can form pots on a drinking glass or buy a tool at gardeners.com.",
garden-gate:170:p065:text:06,170,65,text,The Breakdown on Biodegradable Pots: Fabric Pot,Jennifer Howell,"The Breakdown on Biodegradable Pots - F, fabric pot. Getting started: Hard to fill because bag was flimsy and wouldn’t stand open when empty; tipped over easily. Growing and transplanting: Roots grew through the bag very easily, which made it hard to remove the bag to plant if you wanted to. What remained: Totally intact after one season. Pros and cons: Very inexpensive; ships flat; can write on bag; needs light to break down or it will take several seasons.",
garden-gate:170:p065:text:07,170,65,text,The Breakdown on Biodegradable Pots: Recycled Paper Box,Jennifer Howell,"The Breakdown on Biodegradable Pots - G, recycled paper box. Getting started: Folded boxes pop open with little effort; durable enough to scoop soil; easy to drop in seed and cover. Growing and transplanting: Boxes got soft but handled and transplanted with no trouble; roots struggle to grow through the cardboard, but perforated bottoms tear off easily to allow growth. What remained: Intact but cardboard was crumbling. Pros and cons: Ships folded flat with minimal packaging waste; can write on the box to label plants.",
garden-gate:170:p065:text:08,170,65,text,The Breakdown on Biodegradable Pots: Honeycomb Paper Flat,Jennifer Howell,"The Breakdown on Biodegradable Pots - H, honeycomb paper flat. Getting started: Required a special-sized perforated flat and tool to hold the accordion paper in place until filled with potting mix; was easy to plant. Growing and transplanting: Easy to move as a unit in the heavy-duty flat, but not as individual cells; paper got damp and tore off easily when transplanting; roots grew out the bottomless cells and tangled. What remained: Partially intact, but deteriorated. Pros and cons: Initial investment of special flat and separating tool is pricey but accordion refills inexpensive and ship flat; hard to plant a partial flat.",
garden-gate:170:p065:image:01,170,65,image,The Breakdown on Biodegradable Pots: Seedling Comparison,Jennifer Howell,"Comparison photo of Xochi Orange marigold seedlings grown in biodegradable containers B through H, showing different growth and root behavior in peat pellet, coir pellet, toilet paper roll, peat pot, DIY paper pot, fabric pot, recycled paper box, and honeycomb paper flat.",
garden-gate:170:p067:text:01,170,67,text,Garden Essentials: Coleus Microblaze™ Matchsticks,,"Garden Essentials - Coleus Microblaze™ Matchsticks. Growing 12 to 18 inches tall and 14 to 16 inches wide, Matchsticks coleus (Plectranthus scutellarioides) is the perfect filler for containers or to edge a border in sun or shade. Lobed leaves are burgundy rimmed with lime-green. No need to deadhead — Matchsticks rarely blooms. Local garden centers.",
garden-gate:170:p067:text:02,170,67,text,Garden Essentials: The Garden Idea Book,,"Garden Essentials - The Garden Idea Book. Tour eight of Garden Gate editors’ favorite gardens for inspiration and practical advice you can use right away. Whether you struggle with deer, would like to move toward a more drought-tolerant landscape, or need advice on roses that can handle humidity, help is here — on these topics and so many more! With a variety of garden styles, sizes and approaches, there’s something here for everyone. Garden Gate Store, gardengatestore.com ($11.99; softcover; 100 pages).",
garden-gate:170:p067:text:03,170,67,text,Gardening for Good: Special Growers,,"Gardening for Good - Special Growers, Maryville, TN. Special Growers is a safe employment environment where local young adults with various disabilities can learn life and job skills after high school. Special education classes meet at the farm to learn about growing plants, with some students returning for summer work programs or employment after graduation. A job here may be a stepping stone to other opportunities or a permanent position where a person can grow with the plants they care for. Tasks are tailored to each person’s abilities.",
garden-gate:170:p067:text:04,170,67,text,Gardening for Good: Special Growers,,"Gardening for Good - Special Growers, Maryville, TN. Year-round, Special Growers raises commercial-grade herbs for area restaurant partners. Once a month when the weather is warm, employees host their popular Summer Garden Dinners with chefs from those restaurants. Also during the summer, cutting gardens are filled with flowers for their expanding Bouquet of the Month delivery service. Special Growers encourages community involvement, providing area schools and colleges with community service for their students, as well as internships.",
garden-gate:170:p067:text:05,170,67,text,Gardening for Good: Special Growers Help,,"Gardening for Good - Special Growers, Maryville, TN. How can you help? Donate online at specialgrowers.com/support-us/donations. For more information, email specialgrowers@gmail.com.",
garden-gate:170:p067:image:01,170,67,image,Garden Essentials: Coleus Microblaze™ Matchsticks,,Plant portrait of Coleus Microblaze™ Matchsticks showing burgundy leaves rimmed with lime-green.,
garden-gate:170:p067:image:02,170,67,image,Garden Essentials: The Garden Idea Book,,"Book cover image for The Garden Idea Book from Garden Gate, promoted as a resource with editor-selected gardens and practical advice.",
garden-gate:170:p067:image:03,170,67,image,Gardening for Good: Special Growers,,"Photo of Special Growers participants in Maryville, TN, holding pots and cut flowers at the farm.",
garden-gate:170:p068:text:01,170,68,text,Q&A: Removing Perennial Sweet Pea Vines,"Thelma Homer, NV","Q&A - Removing perennial sweet pea vines. Q: Help! How do I get rid of perennial sweet pea vines? They’re invasive! —Thelma Homer, NV. A: Perennial, or everlasting, sweet pea (Lathyrus latifolius) spreads by seeds and rhizomes. And it also has a tough taproot. This will be an ongoing challenge to remove and could take several years. First, prevent it from setting seeds, which are poisonous. When the seeds are ripe, the pod ejects them up to 30 feet! And the seeds can remain viable in the soil for up to five years. Keep mowing or cutting sprouts as you see them. Unfortunately, because the plant spreads by both rhizomes and a taproot, you can’t just pull it; you’ll have to dig. Covering the area with plastic and mulch will also help reduce sprouts. But they still may creep out at the edges. Finally, broadleaf and nonselective herbicides are an option. But be vigilant and spray young sprouts as soon as you see them.",
garden-gate:170:p068:text:02,170,68,text,Garden Jargon: Etiolated,,"Garden Jargon - Etiolated. As you uncover the garden in spring, you might find spindly yellow or white foliage like the sedum in the photo below. It is etiolated because it’s been deprived of light. Once exposed to the sun, chlorophyll changes it to green.",
garden-gate:170:p068:text:03,170,68,text,Q&A: Rotting a Tree Stump,"Al Sabers, TN","Q&A - Rotting a tree stump. Q: I have a tree stump in a hard-to-reach spot. How can I get it to rot quickly without grinding? —Al Sabers, TN. A: Pack a stump-rotting product into the wood to help it decompose faster. You have a few options: You can buy a product specifically for this purpose, which usually contains potassium nitrate, at the garden center. Or you can use any high-nitrogen fertilizer. Finally, if pets seem to be attracted to the stump, yeast nutrient used in wine making is a safe alternative. Cut the stump off as close to soil level as possible. If it’s damp, let it dry. Next, drill several holes at least 1/2 inch in diameter and several inches deep. Pack the holes full of rotting product, then soak the ground around the stump and sprinkle the surface to moisten the material in the holes. Next lay a sheet of plastic over the area and weigh down the corners. Finally, spread a layer of organic mulch to shade it and help keep it moist under the plastic. Check the stump occasionally and moisten it if it’s dry to encourage decomposition. In a couple of months, the stump should soften to the point that it’ll crumble into chunks you can easily remove.",
garden-gate:170:p068:image:01,170,68,image,Garden Jargon: Etiolated,,Photo of pale yellow-white etiolated sedum foliage emerging from spring garden debris before chlorophyll turns it green in sunlight.,
garden-gate:170:p068:image:02,170,68,image,Q&A: Rotting a Tree Stump,"Al Sabers, TN","Technique photo showing a drill bit making holes in a tree stump, with a callout explaining that packing more stump-rotting material into the stump helps it rot faster.",
garden-gate:170:p069:text:01,170,69,text,Q&A: Alternate-Blooming Flowering Crabapple,"Margaret Kent, OH","Q&A - Alternate-blooming flowering crabapple. Q: Some years my ‘David’ flowering crabapple blooms better than others. Is there anything I can do to help it bloom better every year? —Margaret Kent, OH. A: Nope, it’s genetic. Several flowering crabapple (Malus hybrids) cultivars, including ‘David,’ ‘Dolgo,’ ‘Eleyi,’ ‘Katherine,’ ‘Van Eseltine’ and sargent flowering crabapples (M. sargentii) are alternate bloomers. You’ll see a lush flower show and lots of fruit one year, but the following year it will have a much lighter bloom.",
garden-gate:170:p069:text:02,170,69,text,Q&A: Spring Cleanup and Beneficial Insects,"Carlie White, NJ","Q&A - Spring cleanup and beneficial insects. Q: I’ve heard that spring garden cleanup can disturb overwintering beneficial insects. When can I safely start? —Carlie White, NJ. A: Dead plants provide winter hiding places for lady beetles, fireflies, ground beetles and other helpful insects. Hollow stems shelter many native bees, and hungry birds peck through the tangle for a meal. To help all of these creatures, it’s best to wait until nighttime temps regularly stay in the 50s, about the time you mow your lawn the first time in spring or when fruit trees bloom in your area. If you start earlier and want to protect the insects, loosely pile the debris in an out-of-the-way spot, and they’ll still be able to emerge. One exception: If your garden had foliage disease or harmful insects, send that debris away in the trash in the fall to minimize the damage in following years.",
garden-gate:170:p069:text:03,170,69,text,Weed Watch: Nimblewill,,"Weed Watch - Nimblewill, Muhlenbergia schreberi. What it looks like: This fine-textured native perennial grass can grow up to 24 inches tall, but in turf areas the wiry stems are kept shorter because of mowing. However, you might not notice it in your lawn until cold weather arrives. Then the sprawling, densely branched mats of warm-season grass turn brown faster than most turfgrasses, as you can see above, and it remains brown until spring. From midsummer into fall, narrow heads, or panicles, rise just above the leaves loaded with tiny flowers that form lots of seeds. Even if the plant is mowed, it will continue to produce seeds.",
garden-gate:170:p069:text:04,170,69,text,Weed Watch: Nimblewill Habitat and Control,,"Weed Watch - Nimblewill, Muhlenbergia schreberi. Where to find it: Nimblewill hides best in lawns, but seeds also sprout in beds, borders and vegetable gardens. Tolerant of shade to full sun, moist to dry conditions, it’s happy almost anywhere. How to get rid of it: You can easily pull or hoe it from beds and borders. In a lawn, rake over a cluster to gather stems before pulling or digging. Be sure you get all of the pieces or it will quickly regrow. Nonselective herbicides will kill it, but they also kill plants it has sprawled into. Selective herbicides, such as mesotrione, are effective in cool-season turfgrasses. Apply it in summer when the weed is actively growing. However, it’s best to contact a lawn professional to be sure it’s safe to use on your turf.",
garden-gate:170:p069:image:01,170,69,image,Q&A: Sargent Flowering Crabapple,"Margaret Kent, OH","Close-up photo of Sargent flowering crabapple with pink buds and white flowers, illustrating alternate-blooming crabapple behavior.",
garden-gate:170:p069:image:02,170,69,image,Weed Watch: Nimblewill,,"Lawn photo showing brown nimblewill patches in turf, illustrating how this warm-season grass turns brown faster than surrounding turfgrass in cold weather.",
garden-gate:170:p070:text:01,170,70,text,Bring Dramatic Spring Color to Shade,Marisa Reyes,"Editor’s Choice - Bring Dramatic Spring Color to Shade. With so many azaleas on the market it can be hard to choose, but you can’t go wrong with tried-and-true ‘Hino-Crimson.’ This award-winning variety packs a punch when it explodes with trusses of scarlet red blooms that completely cover the shrub in early spring. The small glossy-green leaves develop a bronze cast in winter and plants hold onto them until new growth begins again in spring.",
garden-gate:170:p070:text:02,170,70,text,Plant Profile: 'Hino-Crimson' Azalea,Marisa Reyes,"Rhododendron hybrid. Shrub. Blooms: Clusters of single, crimson-red flowers in early to midspring. Light: Part to full shade. Soil: Moist, well-drained. Pests: Occasional rust or powdery mildew. Size: 2 to 4 ft. tall, 3 to 4 ft. wide. Cold hardy: USDA zones 5 to 8. Source: Local garden centers.",
garden-gate:170:p070:text:03,170,70,text,Bring Dramatic Spring Color to Shade: Root Matters,Marisa Reyes,"Bring Dramatic Spring Color to Shade - Root Matters. Grow this azalea in dappled light with protection from the afternoon sun so the foliage won’t burn. Azaleas have shallow roots so when you plant, set the crown at the same depth it was growing in the pot to avoid smothering the roots or causing the plant to rot. A 1- to 2-inch layer of mulch helps retain moisture and keep soil temperatures even. As with many spring-blooming shrubs, a cold snap can jeopardize the blooms, so if you’re expecting temps below 25 degrees F and your ‘Hino-Crimson’ has fat buds or is blooming, toss a sheet or landscape fabric over it to save the flowers.",
garden-gate:170:p070:text:04,170,70,text,Bring Dramatic Spring Color to Shade: Pruning Tips,Marisa Reyes,"Bring Dramatic Spring Color to Shade - Pruning Tips. ‘Hino-Crimson’ doesn’t need much pruning. Remove any dead branches in spring but wait until after it flowers to shape the shrub so you don’t risk cutting off next year’s buds. If powdery mildew or rust have been a problem in the past, remove a few stems from the center to thin the growth and encourage better air circulation. Deadheading isn’t strictly necessary but can help tidy this shrub up after flowers fade. Just pinch spent blooms off with your fingertips.",
garden-gate:170:p070:text:05,170,70,text,Bring Dramatic Spring Color to Shade: Plant Partners,Marisa Reyes,Bring Dramatic Spring Color to Shade - Plant Partners. The vibrant blooms of ‘Hino-Crimson’ are real attention getters. It’s a no-brainer as a specimen but fits in well with other border companions too. Check out “Burst of Spring Color” below if you want to start your growing season off with a bang. —Marisa Reyes,
garden-gate:170:p070:text:06,170,70,text,Bring Dramatic Spring Color to Shade: Burst of Spring Color,Marisa Reyes,"Bring Dramatic Spring Color to Shade - Burst of Spring Color. Early spring brings loads of blooms from ‘Hino-Crimson’ azalea and the dainty white flowers of summer snowflake scattered below. A little later, the tight fiddleheads of interrupted fern push through the soil. As temperatures keep rising and summer arrives, spring flowers are replaced by astilbe’s tall violet-red plumes. Even after the color has faded, the blooms provide interest and structure until frost.",
garden-gate:170:p070:text:07,170,70,text,Plant Profile: Interrupted Fern,Marisa Reyes,Osmunda claytoniana. Perennial with lush green divided fronds. Light: Full to part shade. Size: 2 to 3 ft. tall and wide. Cold hardy: USDA zones 3 to 8.,
garden-gate:170:p070:text:08,170,70,text,Plant Profile: 'Purple Candles' Chinese Astilbe,Marisa Reyes,"Astilbe chinensis ‘Purple Candles’. Perennial with violet-red plumes in summer. Light: Part to full shade. Size: 24 to 48 in. tall, 18 to 24 in. wide. Cold hardy: USDA zones 4 to 9.",
garden-gate:170:p070:text:09,170,70,text,Plant Profile: Summer Snowflake,Marisa Reyes,"Leucojum aestivum. Bulb with white flowers in mid- to late spring. Light: Full sun to part shade. Size: 12 to 24 in. tall, 2 to 4 in. wide. Cold hardy: USDA zones 4 to 8.",
garden-gate:170:p070:image:01,170,70,image,Bring Dramatic Spring Color to Shade: Burst of Spring Color,Carlie Hamilton,"Illustrated shade-garden combination plan showing ‘Hino-Crimson’ azalea, interrupted fern, ‘Purple Candles’ Chinese astilbe, and summer snowflake arranged for spring-to-summer color.",
garden-gate:170:p071:image:01,170,71,image,Plant Profile: 'Hino-Crimson' Azalea,Marisa Reyes,"Full-page photo of ‘Hino-Crimson’ azalea covered in scarlet red blooms in a shaded garden, with an inset close-up of a single flower cluster.",
garden-gate:170:p072:text:01,170,72,text,Woodland Sanctuary,,"Wouldn’t you love to wander down the path of this woodland getaway next spring? Lean down and marvel at the unique shape of the shooting star and fernleaf bleeding heart flowers. Breathe in the sweet scent of the woodland phlox (and watch spring butterflies like swallowtails enjoy them, as well!). Look for fuzzy new leaves emerging from the hydrangea stems. Listen for bird calls and look for nests of fledglings that may enjoy the berries of the European cranberrybush and downy serviceberry come summer.",
garden-gate:170:p072:text:02,170,72,text,Woodland Sanctuary: Design and Care,,"Woodland Sanctuary. Because this natural-looking design doesn’t require much fussing, you’ll be able to take time to enjoy the details instead of attending to them. These plants will do best in part shade. If your yard backs up to a wooded area, this would be perfect at its edge. Or if you are lucky enough to have tall trees with a high canopy, it’ll look right at home, and the plants should thrive. Install a curving mulched path and a few stones here and there to accent the garden. Let clumps of perennials grow together and weave around each other. As the seasons come and go, plants (and winged visitors) will too.",
garden-gate:170:p072:image:01,170,72,image,Woodland Sanctuary,Carlie Hamilton,"Illustrated woodland-edge garden with a curving mulched path, split-rail fence, bench, shrubs, and spring-blooming shade plants for the Woodland Sanctuary plan.",
garden-gate:170:p073:text:01,170,73,text,Woodland Sanctuary: Plant List,,"Woodland Sanctuary plant list. A Woodland phlox, Phlox divaricata ‘Blue Moon’ (34). B Shooting star, Dodecatheon meadia ‘Goliath’ (11). C Brunnera, Brunnera macrophylla ‘Variegata’ (12). D Fernleaf bleeding heart, Dicentra ‘King of Hearts’ (16). E Mountain hydrangea, Hydrangea serrata Tuff Stuff™ (7). F Hosta, Hosta ‘Queen of the Seas’ (6). G White wood star, Eurybia divaricata (7). H European cranberrybush, Viburnum opulus ‘Compactum’ (1). I Giant meadow rue, Thalictrum rochebruneanum ‘Lavender Mist’ (8). J Downy serviceberry, Amelanchier arborea (1). Scale: 1 square = 1 square foot.",
garden-gate:170:p073:image:01,170,73,image,Woodland Sanctuary: Planting Plan,Carlie Hamilton,"Overhead planting-plan diagram for Woodland Sanctuary, with lettered plant masses arranged around a curving path, split-rail fence, and bench at a scale of 1 square foot per grid square.",
garden-gate:170:p074:text:01,170,74,text,Woodland Sanctuary: Meet the Plants,,"Woodland Sanctuary - Meet the Plants. This mix of plants will feed birds and butterflies from spring through fall. And the casual arrangement of plants requires only a few cleanup tasks throughout the year. Start by cutting back and raking up perennial stems and fallen leaves in early spring. Be sure to get this out of the way before early-to-emerge brunnera flowers start. Later, you may decide to cut back the woodland phlox stems as they fade (a string trimmer may be the easiest way to do this as the clump grows) and the brunnera blooms to allow the foliage to take center stage. As summer turns to fall, cut back the hosta bloom stalks for a tidier look. Only prune the shrubs if there’s a broken or dead branch—no need to prune for shape or size.",
garden-gate:170:p074:text:02,170,74,text,Plant Profile: Woodland Phlox,,"Phlox divaricata ‘Blue Moon’. Perennial; blue-purple flowers attract butterflies in spring; part shade; 12 to 18 in. tall, 8 to 12 in. wide; cold zones 3 to 9.",
garden-gate:170:p074:text:03,170,74,text,Plant Profile: Shooting Star,,"Dodecatheon meadia ‘Goliath’. Perennial; pink-purple flowers in mid- to late spring, ephemeral foliage; full sun to part shade; 18 to 24 in. tall and wide; cold zones 4 to 7.",
garden-gate:170:p074:text:04,170,74,text,Plant Profile: Hosta 'Queen of the Seas',,"Hosta ‘Queen of the Seas’. Perennial; white midsummer blooms feed hummingbirds, blue, piecrust-edged leaves; part to full shade; 2 to 3 ft. tall, 3 to 4 ft. wide; cold zones 3 to 9.",
garden-gate:170:p074:text:05,170,74,text,Plant Profile: White Wood Aster,,"Eurybia divaricata ‘Eastern Star’. Perennial; white late summer to early fall flowers feed butterflies; part to full shade; 12 to 30 in. tall, 18 to 30 in. wide; cold zones 3 to 8.",
garden-gate:170:p074:text:06,170,74,text,Plant Profile: European Cranberrybush,,"Viburnum opulus ‘Compactum’. Shrub; white flowers in spring, red berries in summer, red fall foliage; full sun to part shade; 4 to 5 ft. tall, 5 to 6 ft. wide; cold zones 3 to 8.",
garden-gate:170:p074:image:01,170,74,image,Plant Profile: Woodland Phlox,,"Plant portrait of woodland phlox, Phlox divaricata ‘Blue Moon’, showing blue-purple spring flowers for the Woodland Sanctuary plan.",
garden-gate:170:p074:image:02,170,74,image,Plant Profile: Shooting Star,,"Plant portrait of shooting star, Dodecatheon meadia ‘Goliath’, showing nodding pink-purple flowers with reflexed petals.",
garden-gate:170:p074:image:03,170,74,image,Plant Profile: Hosta 'Queen of the Seas',,Plant portrait of hosta ‘Queen of the Seas’ showing blue piecrust-edged leaves used as broad foliage texture in shade.,
garden-gate:170:p074:image:04,170,74,image,Plant Profile: White Wood Aster,,"Plant portrait of white wood aster, Eurybia divaricata ‘Eastern Star’, with small white flowers for late-summer to early-fall shade color.",
garden-gate:170:p074:image:05,170,74,image,Plant Profile: European Cranberrybush,,"Plant portrait of European cranberrybush, Viburnum opulus ‘Compactum’, showing clusters of red berries that feed birds in summer.",
garden-gate:170:p075:text:01,170,75,text,Plant Profile: Brunnera 'Variegata',,"Brunnera macrophylla ‘Variegata’. Perennial; blue flowers in spring, cream-and-green variegated foliage; part to full shade; 12 to 18 in. tall, 12 to 24 in. wide; cold zones 3 to 8.",
garden-gate:170:p075:text:02,170,75,text,Plant Profile: Fernleaf Bleeding Heart,,Dicentra ‘King of Hearts’. Perennial; rose-pink blooms start in late spring and continue sporadically till frost; full sun to full shade; 9 to 18 in. tall and wide; cold zones 3 to 8.,
garden-gate:170:p075:text:03,170,75,text,Plant Profile: Mountain Hydrangea Tuff Stuff™,,"Hydrangea serrata Tuff Stuff™. Shrub; pink or blue flowers rebloom summer to fall, burgundy foliage; full sun to part shade; 2 to 3 ft. tall and wide; cold zones 5 to 9.",
